---------------------------------------------
Log C:\Users\nomisum\Documents\My Games\ArmaReforger\logs\logs_2026-01-03_11-48-06\console.log started at 2026-01-03 11:48:06 (2026-01-03 10:48:06 UTC)

11:48:06.272 ENGINE       : FileSystem: Adding relative directory 'C:\Users\nomisum\Documents\My Games\ArmaReforger\logs\logs_2026-01-03_11-48-06' to filesystem under name logs
11:48:06.272 ENGINE       : FileSystem: Adding relative directory 'C:\Users\nomisum\Documents\My Games\ArmaReforger\profile' to filesystem under name profile
11:48:06.274 ENGINE       : Initializing engine, version 187305
11:48:07.413 ENGINE       : Addon dirs:
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/VanillaRifleflashlights_64CF4923DF89992B/addon.gproj' guid: '64CF4923DF89992B' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/VanillaSniperSupressors_6670E22CE73C0E6F/addon.gproj' guid: '6670E22CE73C0E6F' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/VulnerabilityPatch1_672A90E395811FAC/addon.gproj' guid: '672A90E395811FAC' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_AFKKick_6122DD5CCF5C59E6/addon.gproj' guid: '6122DD5CCF5C59E6' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_Armament_629B2BA37EFFD577/addon.gproj' guid: '629B2BA37EFFD577' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_Arsenal_615CC2D870A39838/addon.gproj' guid: '615CC2D870A39838' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_Commands_61A25BD1C99515B5/addon.gproj' guid: '61A25BD1C99515B5' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_Earplugs_612F512CD4CB21D5/addon.gproj' guid: '612F512CD4CB21D5' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_Interface_614D1A3874A23AD9/addon.gproj' guid: '614D1A3874A23AD9' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_LoadoutEditor_61D57616CAFBB23D/addon.gproj' guid: '61D57616CAFBB23D' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_RHS_Weapons_65F929DF622BAD50/addon.gproj' guid: '65F929DF622BAD50' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_Rules_65DD60A16AE0FF73/addon.gproj' guid: '65DD60A16AE0FF73' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_Settings_648B595F6C72B4CB/addon.gproj' guid: '648B595F6C72B4CB' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_SpawnProtection_614C00DA7F8765F6/addon.gproj' guid: '614C00DA7F8765F6' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_Squads_66A513FA8DEEB7C0/addon.gproj' guid: '66A513FA8DEEB7C0' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_TempFixes_61C4B48772550E0F/addon.gproj' guid: '61C4B48772550E0F' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WCS_VehicleLock_61BA4EB5C886D396/addon.gproj' guid: '61BA4EB5C886D396' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WhereAmI_5965550F24A0C152/addon.gproj' guid: '5965550F24A0C152' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/Winterequipment_5DC2B1B38FF98DEC/addon.gproj' guid: '5DC2B1B38FF98DEC' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WinterizeTerrain_6088438E8ED8BB2A/addon.gproj' guid: '6088438E8ED8BB2A' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/Wirecutters2_62F364B35E9B51B0/addon.gproj' guid: '62F364B35E9B51B0' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WolfsBuildingPack_5D84C738432BFE6A/addon.gproj' guid: '5D84C738432BFE6A' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WW2_Bicycle_62B4A8E40D31F94B/addon.gproj' guid: '62B4A8E40D31F94B' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/WZWinterGear_6202D71060375C2D/addon.gproj' guid: '6202D71060375C2D' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/ZBK_5B1CD0C293D38C98/addon.gproj' guid: '5B1CD0C293D38C98' (packed)
11:48:07.414  ENGINE       : gproj: 'C:/Users/nomisum/Documents/My Games/ArmaReforger/addons/ZeliksCharacter_5D0551624969C92E/ZEL_Character.gproj' guid: '5D0551624969C92E' (packed)
11:48:07.494 ENGINE       : FileSystem: Adding package './addons/data/' (pak count: 14) to filesystem under name ArmaReforger
11:48:07.496 ENGINE       : FileSystem: Adding package './addons/core/' (pak count: 2) to filesystem under name core
11:48:07.496 ENGINE       : CPU vendor         : AuthenticAMD
11:48:07.496 ENGINE       : CPU type           : 2
11:48:07.496 ENGINE       : CPU name           : AMD Ryzen 5 3600XT 6-Core Processor
11:48:07.496 ENGINE       : CPU cache info     : L1 [Inst 32KB, Data 32KB], L2 [Unif 512KB], L3 [Unif 16384KB]
11:48:07.496 ENGINE       : CPU count logical  : 12
11:48:07.496 ENGINE       : CPU count physical : 6
11:48:07.496 ENGINE       : CPU features       : mmx sse sse2 sse3 ssse3 sse4_1 sse4_2 aesni pclmulqdq osxsave avx sha avx2
11:48:07.496 RESOURCES    : ResourceDB: loading cache (id=0 name=ArmaReforger path=./addons/data/resourceDatabase.rdb)
11:48:07.634 RESOURCES    : ResourceDB: loading cache (id=1 name=core path=./addons/core/resourceDatabase.rdb)
11:48:07.635 RESOURCES    : ResourceDB: loading cache (id=2 name=profile path=C:\Users\nomisum\Documents\My Games\ArmaReforger\profile/resourceDatabase.rdb)
11:48:07.636 RESOURCES    : ResourceDB: loading cache (id=3 name=logs path=C:\Users\nomisum\Documents\My Games\ArmaReforger\logs\logs_2026-01-03_11-48-06/resourceDatabase.rdb)
11:48:07.763 ENGINE       : GameProject load
11:48:07.763  ENGINE       : Loaded addons:
11:48:07.763   ENGINE       : gproj: './addons/core/core.gproj' guid: '5614BBCCBB55ED1C'
11:48:07.763   ENGINE       : gproj: './addons/data/ArmaReforger.gproj' guid: '58D0FB3206B6F859'
11:48:07.764 ENGINE       : Loading custom engine user config '$profile:.save/app1874880_user76561197992511162/settings/ReforgerEngineSettings.conf'
11:48:07.773 INIT         : GameProject engine user settings load @"$profile:.save/app1874880_user76561197992511162/settings/ReforgerEngineSettings.conf"
11:48:07.773  ENGINE       : Engine user settings config loaded
11:48:07.773 PROFILING    : Settings changed took: 0.010400 ms
11:48:07.773 ENGINE       : Locale info: system de-DE (German), user de-DE (German)
11:48:09.359 RENDER       : (OK) Adapter 'NVIDIA GeForce RTX 3070' supports feature level 12_0
11:48:09.361 RENDER       : Basic screen setup:
11:48:09.361 RENDER       :   Back buffer width x height: 3840x2160
11:48:09.361 RENDER       :   Back buffer format	       : TEXFMT_R8G8B8A8_SRGB (29)
11:48:09.361 RENDER       :   MSAA                      : none
11:48:09.468 RENDER       : Driver for NVIDIA GeForce RTX 3070 is from 29.10.2025 (2 months, 8 days old)
11:48:09.468 RENDER       : GPU_NVIDIA (0x10DE) (NVIDIA GeForce RTX 3070) with 1 GPU detected, VRAM 8018MB (fast 0MB), shared 32718MB, driver version 581.80
11:48:09.468 RENDER       : Detected output devices:
11:48:09.468 RENDER       :  * 1 device/s connected to NVIDIA GeForce RTX 3070:
11:48:09.468 RENDER       :    Generic PnP Monitor (\\.\DISPLAY1), 3840x2160 (offset 0x0), 60Hz
11:48:09.468 RENDER       :   Concurrent frames limit 2
11:48:11.823 RENDER       : Graphics device features
11:48:11.823 RENDER       :  Needed:
11:48:11.823 RENDER       :  * Highest supported shader model: 6.8 (6.0 needed)
11:48:11.823 RENDER       :  Optional:
11:48:11.823 RENDER       :  * Allow tearing (VSYNC) : 1
11:48:11.823 RENDER       :  * 16 bits : 1
11:48:11.823 RENDER       :  * Resource heap tier : 3
11:48:11.823 RENDER       :  * Persistent heaps (DRED) : 1
11:48:11.823 RENDER       :  * DRED 1.2 is supported by compiler
11:48:11.904 RENDER       : Main RT format setup.
11:48:11.904 RENDER       :   Main RT format for quality 0	: TEXFMT_R11G11B10_FLOAT (26)
11:48:11.904 RENDER       :   Main RT format for quality 1	: TEXFMT_R16G16B16A16_FLOAT (10)
11:48:12.027 ENGINE       : Job system settings: coreCount=12, shortJobContextCount=12, shortJobThreadCount=11, longJobThreadCount=5
11:48:12.075 PROFILING    : Settings changed took: 2.549700 ms
11:48:12.212 AUDIO        : Kopfhörer (3- SteelSeries Arctis Nova 5)
11:48:12.216 RENDER       : RENDER       : Reload shaders
11:48:12.216  RENDER       : Enfusion shader version 95
11:48:12.216  INIT         : INIT         : ShaderListReload
11:48:12.216  PROFILING    : ShaderListReload took: 0.002400 ms
11:48:12.621  RENDER       : Loaded 3509 newer shader binaries
11:48:12.621 PROFILING    : Reload shaders took: 405.415400 ms
11:48:12.621 ENGINE       : Initializing inputs.
11:48:12.628 NETWORK      : Initializing networking.
11:48:12.628 NETWORK      : Using new GameRplScheduler.
11:48:12.628 SCRIPT       : SCRIPT       : Initializing scripts
11:48:12.629  SCRIPT       : SCRIPT       : ScriptProjectManager init
11:48:12.629  PROFILING    : ScriptProjectManager init took: 0.021800 ms
11:48:12.643 PROFILING    : Initializing scripts took: 14.541400 ms
11:48:12.644 ENGINE       : Enfusion engine successfully created.
11:48:12.764 GUI          : Using default language (en_us)
11:48:12.764 GUI          : Loading 'en_us' localization file.
11:48:12.764 INIT         : INIT         : Loading StringTable
11:48:12.787 PROFILING    : Loading StringTable took: 23.044500 ms
11:48:12.787 SCRIPT       : SCRIPT       : Compiling GameLib scripts
11:48:12.809  SCRIPT       : Module: GameLib; loaded 382x files; 516x classes; used 559/2097 kB (26%) of static memory; defines: "PLATFORM_WINDOWS,ENF_WB,ENF_ENABLE_VHC_OVERRIDE,ENF_ENABLE_RPLCOMPONENT_IN_GAMECODE"; CRC32: d0e6be82
11:48:12.812 PROFILING    : Compiling GameLib scripts took: 24.674900 ms
11:48:12.812 RESOURCES    : GetResourceObject @"{1C71B463B3B66BAB}UI/layouts/Menus/MainMenu/IntroSplashScreen.layout"
11:48:12.812  GUI          : Layout load @"{1C71B463B3B66BAB}UI/layouts/Menus/MainMenu/IntroSplashScreen.layout"
11:48:12.812   GUI       (E): Unknown class 'SCR_WidgetExportRuleRoot' at offset 282(0x11a)
11:48:12.909 SCRIPT       : SCRIPT       : Compiling Game scripts
11:48:13.405 SCRIPT       : Compiling Game scripts
11:48:13.407  SCRIPT    (W): @"scripts/Game/Network/ServerCommands/UploadSaveCommand.c,15": 'OnError' is obsolete: Use BackendCallback.SetOnError() instead.
11:48:13.407  SCRIPT    (W): @"scripts/Game/Network/ServerCommands/UploadSaveCommand.c,22": 'OnSuccess' is obsolete: Use BackendCallback.SetOnSuccess() instead.
11:48:13.407  SCRIPT    (W): @"scripts/Game/Network/ServerCommands/UploadSaveCommand.c,28": 'OnTimeout' is obsolete: Use BackendCallback.SetOnError() instead.
11:48:13.669  SCRIPT    (W): @"scripts/Game/Campaign/SCR_PlayerProfileManagerComponent.c,112": 'PlayerRequest' is obsolete
11:48:13.669  SCRIPT    (W): @"scripts/Game/Campaign/SCR_PlayerProfileManagerComponent.c,133": 'PlayerData' is obsolete
11:48:13.671  SCRIPT    (W): @"scripts/Game/Character/Cameras/FirstPerson/CharacterCamera1stPersonUnconscious.c,56": 'GetBoneMatrix' is obsolete: Use GetAnimation().GetBoneMatrix() instead
11:48:13.728  SCRIPT    (W): @"scripts/Game/DataCollection/PlayerData/SCR_PlayerData.c,210": 'PlayerData' is obsolete
11:48:13.728  SCRIPT    (W): @"scripts/Game/DataCollection/PlayerData/SCR_PlayerData.c,222": 'IsAuthenticated' is obsolete: Use BackendAuthenticatorApi.IsAuthenticated() instead.
11:48:13.728  SCRIPT    (W): @"scripts/Game/DataCollection/PlayerData/SCR_PlayerData.c,227": 'PlayerRequest' is obsolete
11:48:13.728  SCRIPT    (W): @"scripts/Game/DataCollection/PlayerData/SCR_PlayerData.c,305": 'PlayerRequest' is obsolete
11:48:13.739  SCRIPT    (W): @"scripts/Game/Editor/Components/EditableEntity/SCR_EditableEntityComponent.c,774": 'GetPlayerPlatformKind' is obsolete
11:48:13.739  SCRIPT    (W): @"scripts/Game/Editor/Components/EditableEntity/SCR_EditableEntityComponent.c,775": 'GetPlayerPlatformId' is obsolete
11:48:13.746  SCRIPT    (W): @"scripts/Game/Editor/Components/Editor/SCR_CameraEditorComponent.c,226": Possible variable name conflict 'editorManagerEntity'
11:48:13.746  SCRIPT    (W): @"scripts/Game/Editor/Components/Editor/SCR_CameraEditorComponent.c,243": Possible variable name conflict 'editorManagerEntity'
11:48:13.746  SCRIPT    (W): @"scripts/Game/Editor/Components/Editor/SCR_CameraEditorComponent.c,265": Possible variable name conflict 'editorManagerEntity'
11:48:13.746  SCRIPT    (W): @"scripts/Game/Editor/Components/Editor/SCR_CameraEditorComponent.c,274": Possible variable name conflict 'editorManagerEntity'
11:48:13.746  SCRIPT    (W): @"scripts/Game/Editor/Components/Editor/SCR_CameraEditorComponent.c,303": Possible variable name conflict 'editorManagerEntity'
11:48:13.793  SCRIPT    (W): @"scripts/Game/Editor/UI/Components/Save/SCR_SaveEditorUIComponent.c,207": 'GetKeyByValue' is obsolete: Use SCR_MapHelper.GetKeyByValue
11:48:13.793  SCRIPT    (W): @"scripts/Game/Editor/UI/Components/Save/SCR_SaveEditorUIComponent.c,214": 'GetKeyByValue' is obsolete: Use SCR_MapHelper.GetKeyByValue
11:48:13.793  SCRIPT    (W): @"scripts/Game/Editor/UI/Components/Save/SCR_SaveEditorUIComponent.c,221": 'GetKeyByValue' is obsolete: Use SCR_MapHelper.GetKeyByValue
11:48:13.812  SCRIPT    (W): @"scripts/Game/FactionCommander/Components/SCR_CampaignFactionCommanderPlayerComponent.c,239": 'GetKeyByValue' is obsolete: Use SCR_MapHelper.GetKeyByValue
11:48:13.813  SCRIPT    (W): @"scripts/Game/FactionCommander/Components/SCR_FactionCommanderPlayerComponent.c,821": 'GetKeyByValue' is obsolete: Use SCR_MapHelper.GetKeyByValue
11:48:13.882  SCRIPT    (W): @"scripts/Game/Helpers/SCR_ServicesStatusHelper.c,76": 'IsAuthenticated' is obsolete: Use BackendAuthenticatorApi.IsAuthenticated() instead.
11:48:13.916  SCRIPT    (W): @"scripts/Game/Network/ServerCommands/UploadSaveCommand.c,17": 'OnError' is obsolete: Use BackendCallback.SetOnError() instead.
11:48:13.916  SCRIPT    (W): @"scripts/Game/Network/ServerCommands/UploadSaveCommand.c,24": 'OnSuccess' is obsolete: Use BackendCallback.SetOnSuccess() instead.
11:48:13.916  SCRIPT    (W): @"scripts/Game/Network/ServerCommands/UploadSaveCommand.c,30": 'OnTimeout' is obsolete: Use BackendCallback.SetOnError() instead.
11:48:13.985  SCRIPT    (W): @"scripts/Game/UI/Components/MainMenu/SCR_AccountWidgetComponent.c,187": 'IsAuthenticated' is obsolete: Use BackendAuthenticatorApi.IsAuthenticated() instead.
11:48:14.017  SCRIPT    (W): @"scripts/Game/UI/HUD/SCR_NearbyContextDisplay.c,455": 'GetKeyByValue' is obsolete: Use SCR_MapHelper.GetKeyByValue
11:48:14.045  SCRIPT    (W): @"scripts/Game/UI/Menu/CareerMenuUI.c,133": 'IsAuthenticated' is obsolete: Use BackendAuthenticatorApi.IsAuthenticated() instead.
11:48:14.045  SCRIPT    (W): @"scripts/Game/UI/Menu/CareerMenuUI.c,140": 'PlayerRequest' is obsolete
11:48:14.090  SCRIPT    (W): @"scripts/Game/UI/Menu/SettingsMenu/SCR_SettingsManagerKeybindModule.c,433": Variable 'path' is not used
11:48:14.116  SCRIPT    (W): @"scripts/Game/Utilities/SCR_PlayerIdentityUtils.c,20": 'GetPlayerIdentityId' is obsolete
11:48:14.170  SCRIPT       : Module: Game; loaded 5516x files; 10749x classes; used 24041/41943 kB (57%) of static memory; defines: "PLATFORM_WINDOWS,ENF_WB,ENF_ENABLE_VHC_OVERRIDE,ENF_ENABLE_RPLCOMPONENT_IN_GAMECODE,ENABLE_BASE_DESTRUCTION,BUDGET_OPTIMIZATION_CHECKS,DEBUG,RESPAWN_TIMER_COMPONENT_DEBUG,DEBUG_CONFIGURABLE_DIALOGS,DISABLE_WEAPON_SWITCHING,SCRIPTED_AIM_MODIFIER_DEBUG"; CRC32: fe88de8a
11:48:15.173 PROFILING    : Compiling Game scripts took: 2264.064900 ms
11:48:15.173 INIT         : Creating game instance(ArmaReforgerScripted), version 1.6.0.95 built 2025-12-09 7:39:13 UTC.
11:48:15.278 ENGINE       : Game successfully created.
11:48:15.369 PLATFORM     : Save data from container 'settings' have been loaded
11:48:15.467 PLATFORM     : Save data from container 'sessions' have been loaded
11:48:15.979 PLATFORM     : GameProject user settings load from profile @"ReforgerGameSettings.conf"
11:48:15.979  ENGINE       : Game user settings config loaded
11:48:15.993 RESOURCES    : GetResourceObject 'worlds/MainMenuWorld/MainMenuWorld.ent'
11:48:15.993  RESOURCES (E): Resource loader for extension not registered!
11:48:15.993 RESOURCES (E): MissionHeader::ReadMissionHeader cannot load the resource 'worlds/MainMenuWorld/MainMenuWorld.ent'!
11:48:15.994 WORLD        : WORLD        : Entities load 'worlds/MainMenuWorld/MainMenuWorld.ent'
11:48:15.994 PROFILING    : Entities load took: 0.171500 ms
11:48:15.995 WORLD        : WORLD        : Game::LoadEntities
11:48:15.996 WORLD        : Game::LoadEntities
11:48:15.996  WORLD        : Initializing world systems
11:48:15.996   WORLD     (W): World system SndSystem property Points value differs from legacy setup. current={AfterPostSimulation}, legacy={PostFrame}
11:48:15.996  WORLD        : Initializing world systems
11:48:15.996   NETWORK      : Enabled lag compensation, 29 frames with 100 FPS and 280 ms rewind limits.
11:48:15.996   WORLD     (W): World system SCR_TaskSystem property Points value differs from legacy setup. current={Frame}, legacy={FixedFrame}
11:48:15.996   WORLD     (W): World system SCR_AnalyticsApplication property Points value differs from legacy setup. current={Frame}, legacy={FixedFrame}
11:48:15.996   WORLD     (W): Using legacy world system SCR_PhysicsObserverSystem. Support for legacy world systems will be removed. Implement InitInfo() function to avoid issues in the future.
11:48:15.996   WORLD     (W): Execution dependency in system point Frame from world system properties `ProjectileSimulationSystem.ExecuteBefore` or `HandleFireRequestsSystem.ExecuteAfter` does not match legacy setup using `HandleFireRequestsSystem.DependsOn(point: Frame, system: ProjectileSimulationSystem)`. Execution dependency exists only in current setup.
11:48:15.996   WORLD     (W): Execution dependency in system point Frame from world system properties `HandleAnimatedColliderSystem.ExecuteBefore` or `HandleItemAnimationsSystem.ExecuteAfter` does not match legacy setup using `HandleItemAnimationsSystem.DependsOn(point: Frame, system: HandleAnimatedColliderSystem)`. Execution dependency exists only in current setup.
11:48:15.996  WORLD        : WORLD        : CreateEntities
11:48:15.996   WORLD        : WORLD        : CreateEntities
11:48:15.996    WORLD        : WORLD        : NotifyBeforeEntitiesCreated
11:48:15.997     RESOURCES    : Loaded mission headers from 159 addon(s)!
11:48:15.997    PROFILING    : NotifyBeforeEntitiesCreated took: 1.240200 ms
11:48:15.997    WORLD        : WORLD        : Wait for preloading data
11:48:15.997    PROFILING    : Wait for preloading data took: 0.000700 ms
11:48:15.998  WORLD        : CreateEntities
11:48:15.998   WORLD        : CreateEntities
11:48:15.998    ENTITY       : Create entity @"ENTITY:2" ('Music', GenericEntity) at <0.000000 0.000000 0.000000>
11:48:15.998     AUDIO     (W): SignalManagerComponent not present, functionality will be limited
11:48:15.998    WORLD        : WORLD        : NotifyBeforeEntitiesInitialized
11:48:15.998    PROFILING    : NotifyBeforeEntitiesInitialized took: 0.015700 ms
11:48:15.998    WORLD        : InitEntities 'world'
11:48:15.998     ENTITY       : Init entity @"ENTITY:3" ('SCR_AddonManager') at <0.000000 0.000000 0.000000>
11:48:15.998      SCRIPT       : [SCR_AddonManager] SCR_AddonManager<0x00000207057F8030> @"ENTITY:3" ('SCR_AddonManager') at <0.000000 0.000000 0.000000> Internal_CheckAddons()
11:48:18.865    WORLD        : WORLD        : NotifyEntitiesInitialized
11:48:18.865    PROFILING    : NotifyEntitiesInitialized took: 0.057400 ms
11:48:18.865   PROFILING    : CreateEntities took: 2868.523700 ms
11:48:18.865  PROFILING    : CreateEntities took: 2868.534100 ms
11:48:18.865  WORLD        : WORLD        : EOnActivate
11:48:18.865  PROFILING    : EOnActivate took: 0.002300 ms
11:48:18.865 PROFILING    : Game::LoadEntities took: 2870.030200 ms
11:48:18.919 DEFAULT      : Entered main menu.
11:48:18.977 DEFAULT   (W): No GameMode present in the world, using fallback logic!
11:48:18.977 WORLD        : Frame start
11:48:18.977  NETWORK      : Projectiles will simulate using: EOnFrame
11:48:21.320 SCRIPT       : [SCR_AddonManager] SCR_AddonManager<0x00000207057F8030> @"ENTITY:3" ('SCR_AddonManager') at <0.000000 0.000000 0.000000> Callback_CheckAddons_OnSuccess()
11:48:21.341 SCRIPT       : [SCR_AddonManager] SCR_AddonManager<0x00000207057F8030> @"ENTITY:3" ('SCR_AddonManager') at <0.000000 0.000000 0.000000> FinalizeInitAfterAsyncChecks()
11:48:21.341 SCRIPT       : [SCR_AddonManager] SCR_AddonManager<0x00000207057F8030> @"ENTITY:3" ('SCR_AddonManager') at <0.000000 0.000000 0.000000> Init Finished
11:48:21.341 SCRIPT       : [SCR_AddonManager] SCR_AddonManager<0x00000207057F8030> @"ENTITY:3" ('SCR_AddonManager') at <0.000000 0.000000 0.000000>   User Workshop access:           1
11:48:21.902 RESOURCES    : GetResourceObject @"{551D5297F5A8FEAF}Missions/USCO_Everon_Mission.conf"
11:48:21.902  RESOURCES (E): Failed to open
11:48:21.902 RESOURCES (E): MissionHeader::ReadMissionHeader cannot load the resource 'Missions/USCO_Everon_Mission.conf'!
11:48:21.902 RESOURCES    : GetResourceObject @"{A95FBAB5773EAB63}Missions/USCO_Arland_Mission.conf"
11:48:21.902  RESOURCES (E): Failed to open
11:48:21.902 RESOURCES (E): MissionHeader::ReadMissionHeader cannot load the resource 'Missions/USCO_Arland_Mission.conf'!
11:48:21.902 RESOURCES    : GetResourceObject @"{731B585620A3F461}Missions/Coop_CombatOps_Cain_Plus.conf"
11:48:21.902  RESOURCES (E): Failed to open
11:48:21.902 RESOURCES (E): MissionHeader::ReadMissionHeader cannot load the resource 'Missions/Coop_CombatOps_Cain_Plus.conf'!
